Nome do jogador,Posição do jogador,Gols feitos,Assistências,Gols + Assistências,Gols normais (exceto pênaltis),Gols esperados,Gols normais esperados (exceto pênaltis),Assistências esperadas,Gols esperados + Assistências esperadas (exceto pênaltis),Conduções progressivas,Passes progressivos,Passes progressivos recebidos,Gols por 90 minutos,Assistências por 90 minutos,Gols + Assistências por 90 minutos,Gols normais por 90 minutos,Gols + Assistências exceto pênaltis por 90 minutos,Gols esperados por 90 minutos,Assistências esperadas por 90 minutos,Gols + Assistências esperadas por 90 minutos,Gols normais + Assistências esperadas por 90 minutos,Total de chutes,Chutes a gol,Porcentagem de Chutes a gol,Chutes por 90 minutos,Chutes a gol por 90 minutos,Gols por chute,Gols por chute a gol,Distância média das finalizações,Chutes de falta,Pênaltis batidos,Gols normais esperados por chute,Diferença entre Gols e Gols Esperados (G-xG),Diferença entre Gols normais e Gols Esperados (G-xG),Passes concluídos,Passes tentados,Porcentagem de conclusão de passes,Distância total dos passes,Distância progressiva dos passes,Passes curtos concluídos,Passes curtos tentados,Porcentagem de passes curtos concluídos,Passes médios concluídos,Passes médios tentados,Porcentagem de passes médios concluídos,Passes longos concluídos,Passes longos tentados,Porcentagem de passes longos concluídos,Expectativa de assistencias,Assistencias menos gol assistidos esperados,Passes importantes,Passes no terço final,Passes para a área de pênalti,Cruzamentos para a área de pênalti,Passes em jogo,Passes de bola parada,Passes de bola parada (falta),Passes entre os zagueiros,Passes de reversão (mais de 40 jardas),Cruzamentos,Passes concluídos (tipo),Ações que levam a chutes,Ações que levam a chutes por 90 minutos,Passes em jogo que levam a chutes,Passes de bola parada que levam a chutes,Faltas ganhas que levam a chutes,Chutes que levam a outros chutes,Faltas que levam a chutes,Ações defensivas que levam a chutes,Ações que levam a gols,Ações que levam a gols por 90 minutos,Passes em jogo que levam a gols,Passes de bola parada que levam a gols,Faltas ganhas que levam a gols,Chutes que levam a gols,Faltas que levam a gols,Ações defensivas que levam a gols,Botes defensivos,Botes com recuperação de posse,Botes no terço defensivo,Botes no terço médio,Botes no terço ofensivo,Dribles defendidos,Tentativas de desarme,Porcentagem de desarmes bem-sucedidos,Tentativas frustradas de desarme,Bolas bloqueadas,Chutes bloqueados,Passes bloqueados,Interceptações,Botes + Interceptações,Cortes,Erros que levaram a chutes adversários,Toques na bola,Toques na área defensiva,Toques no terço defensivo,Toques no terço médio,Toques no terço ofensivo,Toques na área ofensiva,Toques com bola em jogo,Tentativas de drible,Dribles bem-sucedidos,Porcentagem de dribles bem-sucedidos,Vezes desarmado durante o drible,Porcentagem de vezes que foi desarmado,Conduções,Distância total das conduções,Distância progressiva das conduções,Conduções para o terço final,Conduções para a área de pênalti,Passes recebidos,Faltas sofridas,Recuperações de bola,Disputas aéreas vencidas,Disputas aéreas perdidas,Porcentagem de disputas aéreas vencidas
Facundo Rodríguez,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,3,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,258,330,78.2,5624,2100,62,74,83.8,157,176,89.2,38,72,52.8,0.1,0.0,2,13,1,0,324,5,4,0,2,0,258,3,0.43,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8,4,5,3,0,2,2,100.0,0,4,4,0,8,16,36,1,398,49,221,179,0,0,398,2,1,50.0,1,50.0,188,1022,706,0,0,247,4,19,10,7,58.8
Gregorio Rodríguez,Atacante,3,0,3,3,1.5,1.5,1.4,2.8,30,12,50,0.44,0.00,0.44,0.44,0.44,0.22,0.20,0.42,0.42,16,6,37.5,2.36,0.89,0.19,0.50,18.4,0,0,0.09,+1.5,+1.5,117,165,70.9,1598,447,71,78,91.0,35,53,66.0,4,11,36.4,1.4,-1.4,11,9,9,9,164,1,0,0,1,33,117,22,3.24,16,0,1,4,1,0,1,0.15,1,0,0,0,0,0,7,4,2,4,1,2,4,50.0,2,10,1,9,2,9,5,0,254,3,25,99,137,30,254,19,5,26.3,14,73.7,136,1196,667,17,11,157,3,37,7,16,30.4
Ignacio Rodríguez,Meio-campista,0,0,0,0,1.1,0.3,1.0,1.3,19,30,59,0.00,0.00,0.00,0.00,0.00,0.10,0.09,0.19,0.12,9,1,11.1,0.83,0.09,0.00,0.00,23.6,2,1,0.03,-1.1,-0.3,215,322,66.8,3997,1138,87,121,71.9,94,122,77.0,27,45,60.0,1.1,-1.0,9,21,7,2,282,40,16,0,1,42,215,23,2.11,12,6,1,1,3,0,1,0.09,1,0,0,0,0,0,20,13,8,9,3,9,21,42.9,12,14,3,11,9,29,15,1,432,19,70,204,169,22,431,26,13,50.0,10,38.5,223,1367,555,21,4,228,25,66,21,15,58.3
Juan Rodríguez,Defensor,1,0,1,1,0.2,0.2,0.0,0.2,1,10,2,0.33,0.00,0.33,0.33,0.33,0.06,0.00,0.06,0.06,4,2,50.0,1.34,0.67,0.25,0.50,11.2,0,0,0.05,+0.8,+0.8,141,165,85.5,2822,1037,42,48,87.5,83,91,91.2,15,24,62.5,0.0,0.0,0,8,0,0,163,1,1,0,1,0,141,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7,4,3,4,0,2,2,100.0,0,5,4,1,6,13,22,0,211,28,82,125,5,5,211,3,3,100.0,0,0.0,105,504,282,1,1,123,0,16,9,3,75.0
Lucas Rodríguez,Defensor,0,3,3,0,0.5,0.5,1.3,1.9,9,33,39,0.00,0.31,0.31,0.00,0.31,0.06,0.14,0.19,0.19,6,2,33.3,0.61,0.20,0.00,0.00,16.5,0,0,0.09,-0.5,-0.5,288,449,64.1,5058,3030,126,158,79.7,127,186,68.3,30,84,35.7,1.2,+1.7,7,31,10,7,326,121,1,1,1,27,288,26,2.66,20,3,1,2,0,0,4,0.41,3,0,0,1,0,0,17,12,8,9,0,11,15,73.3,4,20,3,17,8,25,23,0,542,28,163,239,144,14,542,5,2,40.0,3,60.0,219,849,325,7,3,247,5,39,5,10,33.3
Maximiliano Rodríguez,Defensor,0,1,1,0,0.0,0.0,0.5,0.5,0,0,5,0.00,0.54,0.54,0.00,0.54,0.00,0.27,0.27,0.27,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,26,52,50.0,439,221,11,15,73.3,9,22,40.9,3,11,27.3,0.3,+0.5,7,1,0,0,30,22,7,0,0,8,26,6,3.23,0,6,0,0,0,0,1,0.54,0,1,0,0,0,0,2,1,1,1,0,1,3,33.3,2,3,0,3,0,2,7,0,71,4,16,29,26,3,71,0,0,0,0,0,17,57,18,0,0,17,0,5,3,0,100.0
Player,Outros,Gls,Ast,G+A,G-PK,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PKatt,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,Cmp,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Rec,Fld,Recov,Won,Lost,Won%
Salomón Rodríguez,Atacante,4,1,5,3,5.0,4.2,0.6,4.7,6,12,34,0.48,0.12,0.60,0.36,0.48,0.60,0.07,0.67,0.57,24,9,37.5,2.89,1.08,0.13,0.33,15.8,4,1,0.17,-1.0,-1.2,80,131,61.1,1281,239,45,71,63.4,22,34,64.7,8,10,80.0,0.4,+0.4,4,6,1,0,114,16,0,0,2,6,80,17,2.05,7,0,1,3,5,1,3,0.36,1,0,0,1,1,0,7,6,2,4,1,1,2,50.0,1,8,1,7,0,7,3,0,228,4,10,94,124,33,227,14,4,28.6,8,57.1,117,681,165,9,1,152,14,14,17,22,43.6
Santiago Rodriguez,Atacante,0,0,0,0,0.1,0.1,0.3,0.4,4,6,8,0.00,0.00,0.00,0.00,0.00,0.11,0.37,0.48,0.48,2,0,0.0,2.40,0.00,0.00,0,23.7,1,0,0.04,-0.1,-0.1,23,35,65.7,538,181,8,9,88.9,8,16,50.0,7,7,100.0,0.4,-0.3,3,5,3,1,30,5,4,0,2,6,23,6,7.20,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,3,20,24,5,46,4,2,50.0,2,50.0,27,216,108,1,0,30,2,5,1,0,100.0
Santiago Rodriguez,Atacante,5,1,6,5,1.3,1.3,0.3,1.6,19,24,58,0.62,0.12,0.74,0.62,0.74,0.16,0.04,0.20,0.20,23,9,39.1,2.83,1.11,0.22,0.56,22.1,3,0,0.06,+3.7,+3.7,120,193,62.2,1824,483,70,93,75.3,35,57,61.4,11,27,40.7,0.5,+0.7,6,10,3,2,188,4,0,2,2,15,120,20,2.47,15,0,3,0,2,0,4,0.49,3,0,1,0,0,0,4,2,1,3,0,0,1,0.0,1,8,2,6,1,5,4,0,289,6,17,105,173,34,289,27,13,48.1,12,44.4,191,1084,482,14,11,218,11,32,4,11,26.7
Walter Rodríguez,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,3,7,42.9,40,19,2,3,66.7,1,2,50.0,0,2,0.0,0.0,0.0,0,1,0,0,7,0,0,0,0,0,3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,2,0,0,1,1,100.0,0,0,0,0,1,3,1,0,13,3,7,6,0,0,13,0,0,0,0,0,2,6,0,0,0,2,0,1,0,1,0.0
Yonatan Rodríguez,Meio-campista,0,0,0,0,0.3,0.3,0.5,0.8,2,33,6,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.12,7,2,28.6,1.02,0.29,0.00,0.00,23.7,0,0,0.04,-0.3,-0.3,183,237,77.2,3753,1106,60,75,80.0,78,96,81.3,36,47,76.6,0.3,-0.5,4,23,3,0,228,7,6,0,5,0,183,10,1.45,7,0,0,2,0,1,0,0.00,0,0,0,0,0,0,21,14,11,9,1,10,20,50.0,10,7,3,4,4,25,16,0,321,20,80,204,43,6,321,7,2,28.6,3,42.9,132,561,257,5,2,158,14,39,14,13,51.9
Yonatan Rodríguez,Meio-campista,0,0,0,0,0.0,0.0,0.1,0.1,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.44,0.44,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,7,12,58.3,103,13,4,4,100.0,3,5,60.0,0,2,0.0,0.0,-0.1,1,0,1,0,12,0,0,0,0,1,7,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,16,0,3,4,10,1,16,0,0,0,0,0,10,55,30,0,0,10,0,4,0,1,0.0
Ariel Rojas,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,2,5,40.0,44,19,0,1,0.0,2,2,100.0,0,2,0.0,0.0,0.0,0,0,0,0,4,1,1,0,0,1,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,1,0,7,1,0,0.0,1,100.0,4,35,1,1,0,3,0,1,0,0,0
Gabriel Rojas,Defensor,1,1,2,1,0.6,0.6,0.6,1.3,19,38,54,0.11,0.11,0.23,0.11,0.23,0.07,0.07,0.14,0.14,12,3,25.0,1.35,0.34,0.08,0.33,18.3,2,0,0.05,+0.4,+0.4,308,429,71.8,5277,2051,164,186,88.2,108,155,69.7,32,59,54.2,0.7,+0.4,12,25,11,6,325,101,6,1,2,38,308,27,3.04,17,6,1,2,0,1,2,0.23,1,1,0,0,0,0,21,16,10,9,2,9,12,75.0,3,6,0,6,9,30,13,0,523,11,127,234,165,18,523,20,10,50.0,8,40.0,243,1180,638,11,5,278,11,41,7,7,50.0
Marcos Rojo,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,3,15,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,282,326,86.5,5491,1964,92,102,90.2,154,165,93.3,32,52,61.5,0.0,0.0,2,10,0,0,311,14,7,0,3,1,282,2,0.44,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8,5,4,3,1,5,8,62.5,3,6,4,2,5,13,17,1,372,39,207,158,7,2,372,1,1,100.0,0,0.0,211,968,587,2,0,266,3,25,17,10,63.0
Leonel Roldán,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,4,8,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,1,0,0.0,0.66,0.00,0.00,0,28.2,0,0,0.02,0.0,0.0,45,58,77.6,841,267,18,23,78.3,22,27,81.5,4,6,66.7,0.0,0.0,1,6,1,0,58,0,0,0,1,1,45,3,1.96,3,0,0,0,0,0,1,0.65,1,0,0,0,0,0,2,1,0,2,0,0,1,0.0,1,4,1,3,1,3,1,0,76,3,17,45,14,0,76,3,0,0.0,3,100.0,37,252,142,1,0,42,2,6,2,3,40.0
Mauricio Roldán,Atacante,0,1,1,0,0.6,0.6,0.6,1.2,5,4,22,0.00,0.22,0.22,0.00,0.22,0.13,0.12,0.26,0.26,10,4,40.0,2.19,0.88,0.00,0.00,12.5,0,0,0.06,-0.6,-0.6,52,81,64.2,775,132,30,35,85.7,19,28,67.9,2,3,66.7,0.4,+0.4,3,3,3,3,71,8,0,1,0,11,52,10,2.19,6,0,0,2,2,0,1,0.22,1,0,0,0,0,0,6,3,3,1,2,5,7,71.4,2,3,1,2,1,7,2,0,165,4,13,64,89,21,165,28,8,28.6,20,71.4,85,447,131,3,1,112,4,13,10,24,29.4
Esteban Rolón,Meio-campista,1,0,1,1,0.4,0.4,0.6,1.0,10,56,35,0.09,0.00,0.09,0.09,0.09,0.04,0.05,0.09,0.09,5,2,40.0,0.43,0.17,0.20,0.50,14.6,0,0,0.08,+0.6,+0.6,330,455,72.5,5101,1574,171,202,84.7,123,162,75.9,21,50,42.0,0.6,-0.6,9,35,9,2,446,6,4,2,2,16,330,18,1.53,18,0,0,0,0,0,1,0.09,1,0,0,0,0,0,19,14,6,10,3,7,16,43.8,9,11,2,9,7,26,14,0,543,16,85,326,134,12,543,12,6,50.0,6,50.0,271,1011,443,9,0,354,9,55,11,13,45.8
Jhohan Romaña,Defensor,0,0,0,0,0.3,0.3,0.0,0.3,12,44,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,8,2,25.0,0.57,0.14,0.00,0.00,13.3,0,0,0.04,-0.3,-0.3,578,715,80.8,11105,4458,161,205,78.5,371,417,89.0,44,72,61.1,0.1,0.0,0,33,1,0,680,32,24,0,2,2,578,7,0.50,5,0,1,0,0,1,2,0.14,2,0,0,0,0,0,29,21,21,8,0,13,15,86.7,2,14,6,8,21,50,62,1,882,90,441,403,43,18,882,8,3,37.5,5,62.5,436,2416,1431,6,0,496,14,64,63,26,70.8
Braian Romero,Atacante,9,2,11,8,7.3,6.5,2.3,8.8,11,14,81,0.68,0.15,0.83,0.60,0.76,0.55,0.17,0.73,0.67,31,14,45.2,2.34,1.06,0.26,0.57,13.0,0,1,0.21,+1.7,+1.5,158,228,69.3,1995,407,88,113,77.9,47,66,71.2,3,6,50.0,2.3,-0.3,7,8,3,0,207,21,0,0,0,3,158,26,1.96,17,0,3,2,3,1,7,0.53,3,0,0,1,2,1,12,6,1,6,5,3,7,42.9,4,8,1,7,1,13,18,0,391,19,38,170,186,64,390,21,10,47.6,10,47.6,204,876,322,9,7,266,19,30,23,38,37.7
Fernando Romero,Atacante,1,0,1,1,0.9,0.9,0.4,1.2,8,8,28,0.16,0.00,0.16,0.16,0.16,0.14,0.06,0.19,0.19,11,3,27.3,1.71,0.47,0.09,0.33,13.5,0,0,0.08,+0.1,+0.1,64,106,60.4,800,185,39,59,66.1,19,27,70.4,1,2,50.0,1.0,-0.4,6,2,1,0,101,4,0,0,0,3,64,8,1.24,6,0,1,1,0,0,1,0.15,0,0,1,0,0,0,6,4,1,3,2,1,2,50.0,1,6,1,5,1,7,2,0,192,4,13,85,96,25,192,7,3,42.9,4,57.1,102,431,135,3,2,135,7,25,15,42,26.3
Franco Romero,Meio-campista,1,0,1,0,0.9,0.1,0.2,0.2,11,68,14,0.06,0.00,0.06,0.00,0.00,0.05,0.01,0.06,0.02,3,0,0.0,0.19,0.00,0.00,0,34.6,0,1,0.03,+0.1,-0.1,433,568,76.2,8031,2742,172,212,81.1,205,235,87.2,49,83,59.0,0.2,-0.2,6,47,2,0,551,12,9,1,9,3,433,23,1.45,19,2,1,0,1,0,1,0.06,1,0,0,0,0,0,34,22,12,20,2,12,36,33.3,24,25,6,19,36,70,28,0,735,33,186,488,70,1,734,20,10,50.0,9,45.0,286,1330,621,6,0,343,24,105,4,8,33.3
Maximiliano Romero,Atacante,1,1,2,1,0.4,0.4,0.7,1.1,4,6,22,0.16,0.16,0.32,0.16,0.32,0.07,0.11,0.18,0.18,5,2,40.0,0.79,0.32,0.20,0.50,14.0,0,0,0.09,+0.6,+0.6,58,94,61.7,830,276,34,45,75.6,17,29,58.6,4,10,40.0,0.6,+0.3,9,7,0,0,89,4,0,0,0,1,58,13,2.06,11,0,0,1,1,0,1,0.16,1,0,0,0,0,0,4,2,2,2,0,3,8,37.5,5,2,1,1,1,5,2,0,137,4,18,48,72,23,137,5,1,20.0,3,60.0,76,386,123,3,1,86,5,15,9,8,52.9
Nicolás Romero,Defensor,0,0,0,0,0.5,0.5,0.1,0.6,3,34,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.04,9,4,44.4,0.60,0.27,0.00,0.00,18.0,1,0,0.06,-0.5,-0.5,331,521,63.5,7649,4026,75,106,70.8,178,213,83.6,70,178,39.3,0.3,-0.1,2,39,3,0,485,33,30,1,3,1,331,7,0.47,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,15,8,6,9,0,11,21,52.4,10,35,23,12,18,33,95,1,711,111,362,328,26,12,711,4,3,75.0,1,25.0,227,1082,617,2,1,275,10,51,35,23,60.3
Silvio Romero,Atacante,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,2,0,0.0,1.61,0.00,0.00,0,9.5,0,0,0.11,-0.2,-0.2,13,20,65.0,171,28,11,13,84.6,1,1,100.0,1,5,20.0,0.0,0.0,0,0,0,0,20,0,0,0,0,2,13,1,0.80,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,31,0,3,14,15,2,31,1,1,100.0,0,0.0,22,100,46,1,1,26,1,5,0,2,0.0
Zaid Romero,Defensor,1,0,1,1,0.7,0.7,0.0,0.7,1,12,2,0.40,0.00,0.40,0.40,0.40,0.29,0.00,0.29,0.29,2,1,50.0,0.80,0.40,0.50,1.00,7.9,0,0,0.36,+0.3,+0.3,150,173,86.7,2995,1139,37,40,92.5,99,108,91.7,12,21,57.1,0.0,0.0,0,12,0,0,169,4,4,0,2,0,150,2,0.80,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,3,33.3,2,2,0,2,1,2,14,0,193,19,86,105,2,2,193,0,0,0,0,0,130,557,359,0,0,142,0,16,4,2,66.7
Facundo Roncaglia,Defensor,0,0,0,0,0.0,0.0,0.3,0.3,1,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.08,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,68,105,64.8,1288,753,30,36,83.3,30,45,66.7,7,23,30.4,0.2,-0.3,1,11,2,0,70,35,4,0,1,1,68,2,0.61,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,7,7,5,2,0,3,4,75.0,1,4,1,3,7,14,11,0,133,11,62,60,11,0,133,0,0,0,0,0,41,158,76,1,0,37,0,15,1,3,25.0
Matías Rosales,Meio-campista,0,0,0,0,0.0,0.0,0.2,0.2,1,3,9,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,19,46,41.3,285,121,9,15,60.0,8,15,53.3,0,8,0.0,0.3,-0.2,4,4,1,0,45,1,0,0,0,6,19,5,2.23,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,9,4,7,0,2,5,9,55.6,4,4,1,3,1,10,7,0,81,9,31,24,26,6,81,4,3,75.0,1,25.0,23,140,40,1,0,31,1,7,4,5,44.4
Player,Outros,Gls,Ast,G+A,G-PK,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PKatt,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,Cmp,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Rec,Fld,Recov,Won,Lost,Won%
Siro Rosane,Meio-campista,0,0,0,0,0.3,0.3,0.1,0.4,6,34,8,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.04,8,2,25.0,0.77,0.19,0.00,0.00,24.8,4,0,0.04,-0.3,-0.3,378,469,80.6,6583,2349,174,210,82.9,156,176,88.6,39,55,70.9,0.2,-0.1,4,28,0,0,445,23,23,0,2,5,378,12,1.15,5,0,0,3,2,2,1,0.10,0,0,0,1,0,0,35,22,17,15,3,17,27,63.0,10,11,5,6,14,49,39,0,617,45,209,377,42,5,617,20,8,40.0,8,40.0,286,1301,469,2,0,336,20,74,18,9,66.7
Marco Ruben,Atacante,1,0,1,1,1.6,1.6,0.2,1.7,0,8,12,0.34,0.00,0.34,0.34,0.34,0.53,0.05,0.59,0.59,9,3,33.3,3.02,1.01,0.11,0.33,15.3,0,0,0.18,-0.6,-0.6,25,41,61.0,381,119,9,19,47.4,11,15,73.3,2,2,100.0,0.0,-0.2,2,5,1,1,37,3,0,0,0,2,25,6,2.02,3,0,0,0,3,0,1,0.34,0,0,0,0,1,0,3,0,0,2,1,1,2,50.0,1,3,0,3,0,3,3,0,72,3,5,37,32,10,72,4,3,75.0,0,0.0,46,120,44,3,0,54,9,12,8,12,40.0
Agustín Ruberto,Atacante,0,0,0,0,0.3,0.3,0.0,0.3,0,0,5,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,3,0,0.0,2.18,0.00,0.00,0,14.1,0,0,0.10,-0.3,-0.3,12,17,70.6,139,26,9,10,90.0,2,3,66.7,0,1,0.0,0.0,0.0,0,0,0,0,15,2,0,0,0,0,12,1,0.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,30,1,2,12,16,8,30,2,1,50.0,1,50.0,11,37,0,0,0,19,1,0,3,7,30.0
Tobías Rubio,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,5,5,100.0,86,45,3,3,100.0,1,1,100.0,1,1,100.0,0.0,0.0,0,0,1,0,5,0,0,0,0,0,5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,6,0,1,4,1,0,6,0,0,0,0,0,4,8,1,0,0,2,0,2,0,0,0
Tobías Rubio,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.48,0.48,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,6,8,75.0,115,58,3,4,75.0,2,2,100.0,1,2,50.0,0.0,0.0,1,0,1,1,7,1,0,0,0,1,6,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,3,4,0,9,1,1,100.0,0,0.0,6,16,7,0,0,7,0,0,0,0,0
Matías Ruíz Díaz,Defensor,0,0,0,0,0.4,0.4,0.3,0.7,10,16,22,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.10,0.10,5,0,0.0,0.76,0.00,0.00,0,17.4,0,0,0.07,-0.4,-0.4,132,238,55.5,2052,999,79,95,83.2,38,70,54.3,11,46,23.9,0.1,-0.3,2,14,4,2,158,79,1,0,0,26,132,8,1.21,6,1,1,0,0,0,0,0.00,0,0,0,0,0,0,13,7,8,4,1,7,8,87.5,1,8,4,4,4,17,33,0,313,28,91,130,93,6,313,4,2,50.0,2,50.0,89,456,232,1,1,111,3,15,9,12,42.9
Javier Ruiz,Atacante,1,0,1,1,0.3,0.3,0.2,0.5,4,7,15,0.42,0.00,0.42,0.42,0.42,0.11,0.09,0.20,0.20,6,2,33.3,2.52,0.84,0.17,0.50,24.3,0,0,0.05,+0.7,+0.7,42,53,79.2,668,150,23,25,92.0,16,20,80.0,2,3,66.7,0.1,-0.2,5,7,1,0,51,1,0,0,0,2,42,9,3.77,6,0,2,0,1,0,1,0.42,1,0,0,0,0,0,5,3,0,4,1,3,8,37.5,5,5,0,5,1,6,0,0,101,0,8,44,51,9,101,26,13,50.0,13,50.0,64,445,213,5,0,67,6,12,3,5,37.5
Javier Ruiz,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,2,3,66.7,30,0,1,2,50.0,1,1,100.0,0,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,2,1,4.74,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,5,1,0,6,3,2,66.7,0,0.0,5,44,33,1,0,4,2,2,0,0,0
