Nome do jogador,Posição do jogador,Minutos jogados,Gols feitos,Assistências,Gols + Assistências,Gols normais (exceto pênaltis),Gols esperados,Gols normais esperados (exceto pênaltis),Assistências esperadas,Gols esperados + Assistências esperadas (exceto pênaltis),Conduções progressivas,Passes progressivos,Passes progressivos recebidos,Gols por 90 minutos,Assistências por 90 minutos,Gols + Assistências por 90 minutos,Gols normais por 90 minutos,Gols + Assistências exceto pênaltis por 90 minutos,Gols esperados por 90 minutos,Assistências esperadas por 90 minutos,Gols + Assistências esperadas por 90 minutos,Gols normais + Assistências esperadas por 90 minutos,Total de chutes,Chutes a gol,Porcentagem de Chutes a gol,Chutes por 90 minutos,Chutes a gol por 90 minutos,Gols por chute,Gols por chute a gol,Distância média das finalizações,Chutes de falta,Pênaltis batidos,Gols normais esperados por chute,Diferença entre Gols e Gols Esperados (G-xG),Diferença entre Gols normais e Gols Esperados (G-xG),Passes concluídos,Passes tentados,Porcentagem de conclusão de passes,Distância total dos passes,Distância progressiva dos passes,Passes curtos concluídos,Passes curtos tentados,Porcentagem de passes curtos concluídos,Passes médios concluídos,Passes médios tentados,Porcentagem de passes médios concluídos,Passes longos concluídos,Passes longos tentados,Porcentagem de passes longos concluídos,Expectativa de assistencias,Assistencias menos gol assistidos esperados,Passes importantes,Passes no terço final,Passes para a área de pênalti,Cruzamentos para a área de pênalti,Passes em jogo,Passes de bola parada,Passes de bola parada (falta),Passes entre os zagueiros,Passes de reversão (mais de 40 jardas),Cruzamentos,Passes concluídos (tipo),Ações que levam a chutes,Ações que levam a chutes por 90 minutos,Passes em jogo que levam a chutes,Passes de bola parada que levam a chutes,Faltas ganhas que levam a chutes,Chutes que levam a outros chutes,Faltas que levam a chutes,Ações defensivas que levam a chutes,Ações que levam a gols,Ações que levam a gols por 90 minutos,Passes em jogo que levam a gols,Passes de bola parada que levam a gols,Faltas ganhas que levam a gols,Chutes que levam a gols,Faltas que levam a gols,Ações defensivas que levam a gols,Botes defensivos,Botes com recuperação de posse,Botes no terço defensivo,Botes no terço médio,Botes no terço ofensivo,Dribles defendidos,Tentativas de desarme,Porcentagem de desarmes bem-sucedidos,Tentativas frustradas de desarme,Bolas bloqueadas,Chutes bloqueados,Passes bloqueados,Interceptações,Botes + Interceptações,Cortes,Erros que levaram a chutes adversários,Toques na bola,Toques na área defensiva,Toques no terço defensivo,Toques no terço médio,Toques no terço ofensivo,Toques na área ofensiva,Toques com bola em jogo,Tentativas de drible,Dribles bem-sucedidos,Porcentagem de dribles bem-sucedidos,Vezes desarmado durante o drible,Porcentagem de vezes que foi desarmado,Conduções,Distância total das conduções,Distância progressiva das conduções,Conduções para o terço final,Conduções para a área de pênalti,Passes recebidos,Faltas sofridas,Recuperações de bola,Disputas aéreas vencidas,Disputas aéreas perdidas,Porcentagem de disputas aéreas vencidas
Francisco Calvo,Defensor,270,0,0,0,0,0.0,0.0,0.1,0.1,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,134,163,82.2,3079,1443,36,41,87.8,72,81,88.9,25,39,64.1,0.4,-0.1,2,5,0,0,151,12,10,0,8,0,134,3,1.0,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,6,4,4,2,0,2,4,50.0,2,3,3,0,1,7,9,0,187,26,96,87,7,5,187,3,2,66.7,1,33.3,108,524,292,0,0,118,1,21,7,5,58.3
Raúl Camacho,Defensor,61,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,1,0,0.0,1.48,0.0,0.0,0.0,10.3,0,0,0.07,-0.1,-0.1,10,13,76.9,155,40,6,8,75.0,3,3,100.0,1,1,100.0,0.0,0.0,0,0,0,0,12,1,0,0,1,1,10,1,1.48,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0,19,0,2,4,13,2,19,0,0,0.0,0,0.0,9,33,9,0,0,9,0,4,0,1,0.0
Diber Cambindo,Atacante,760,2,0,2,2,3.4,3.4,0.2,3.6,10,7,52,0.24,0.0,0.24,0.24,0.24,0.4,0.02,0.42,0.42,30,10,33.3,3.55,1.18,0.07,0.2,15.9,0,0,0.11,-1.4,-1.4,81,134,60.4,1099,159,53,70,75.7,24,42,57.1,2,5,40.0,0.2,-0.2,5,1,2,0,130,4,0,0,1,2,81,18,2.13,12,0,1,4,1,0,3,0.36,1,0,0,2,0,0,4,4,1,2,1,2,2,100.0,0,3,0,3,2,6,5,0,249,6,11,92,153,41,249,26,10,38.5,15,57.7,146,769,303,14,7,195,10,20,23,24,48.9
Diego Campillo,Meio-campista,782,1,0,1,1,0.3,0.3,0.4,0.7,15,43,17,0.12,0.0,0.12,0.12,0.12,0.03,0.05,0.08,0.08,9,3,33.3,1.04,0.35,0.11,0.33,23.1,0,0,0.03,0.7,0.7,267,321,83.2,4993,1530,114,131,87.0,112,129,86.8,34,48,70.8,0.3,-0.4,8,35,6,1,310,11,7,0,6,6,267,16,1.84,13,0,3,0,0,0,1,0.12,1,0,0,0,0,0,12,6,7,5,0,7,16,43.8,9,11,1,10,12,24,21,1,416,25,96,258,66,7,416,20,11,55.0,7,35.0,248,1371,702,15,1,260,13,44,6,6,50.0
Sergio Canales,Meio-campista,964,4,1,5,3,4.2,2.7,1.1,3.8,22,65,50,0.37,0.09,0.47,0.28,0.37,0.4,0.11,0.5,0.36,26,11,42.3,2.43,1.03,0.12,0.27,22.9,2,2,0.1,-0.2,0.3,505,623,81.1,8682,1981,238,263,90.5,220,253,87.0,41,80,51.3,1.4,-0.1,9,51,11,1,562,53,30,3,5,38,505,38,3.55,27,4,4,2,1,0,3,0.28,1,0,0,2,0,0,5,4,1,4,0,1,9,11.1,8,6,1,5,6,11,0,0,713,4,73,391,254,22,711,14,9,64.3,5,35.7,441,2203,1058,25,4,557,20,45,1,6,14.3
Camilo Cándido,Atacante,110,0,0,0,0,0.9,0.9,0.2,1.1,1,6,10,0.0,0.0,0.0,0.0,0.0,0.72,0.19,0.91,0.91,5,1,20.0,4.09,0.82,0.0,0.0,15.9,0,0,0.17,-0.9,-0.9,72,99,72.7,1294,561,30,34,88.2,33,38,86.8,7,18,38.9,0.2,-0.2,4,5,3,1,84,15,1,0,0,6,72,9,7.36,7,1,1,0,0,0,1,0.82,1,0,0,0,0,0,8,7,5,3,0,7,11,63.6,4,1,0,1,1,9,4,0,117,2,24,57,37,5,117,4,4,100.0,0,0.0,52,225,106,3,1,78,0,8,0,0,0.0
Rafael Carioca,Meio-campista,790,0,0,0,0,0.1,0.1,0.4,0.4,4,55,7,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.05,5,1,20.0,0.57,0.11,0.0,0.0,30.4,0,0,0.02,-0.1,-0.1,506,557,90.8,9581,3099,184,192,95.8,252,266,94.7,57,82,69.5,0.4,-0.4,12,48,4,1,525,31,23,0,5,7,506,22,2.51,20,1,0,1,0,0,0,0.0,0,0,0,0,0,0,24,17,8,11,5,9,20,45.0,11,6,1,5,3,27,2,0,615,20,151,392,83,0,615,6,4,66.7,2,33.3,299,1268,634,7,0,401,8,78,5,3,62.5
Jordan Carrillo,Meio-campista,488,0,0,0,0,0.2,0.2,1.1,1.3,13,19,18,0.0,0.0,0.0,0.0,0.0,0.03,0.21,0.24,0.24,5,3,60.0,0.92,0.55,0.0,0.0,30.4,1,0,0.03,-0.2,-0.2,199,255,78.0,3610,922,95,99,96.0,75,96,78.1,26,48,54.2,1.4,-1.1,16,18,3,3,223,32,12,0,6,35,199,26,4.8,12,8,4,0,2,0,3,0.55,1,1,1,0,0,0,18,10,11,5,2,11,17,64.7,6,9,2,7,1,19,2,0,331,7,62,177,96,4,331,26,13,50.0,12,46.2,197,1220,569,15,0,223,20,35,0,5,0.0
Stephano Carrillo,Meio-campista,8,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,1,0,0.0,11.25,0.0,0.0,0.0,19.9,0,0,0.03,0.0,0.0,4,5,80.0,69,14,1,1,100.0,3,4,75.0,0,0,0.0,0.0,0.0,0,0,0,0,4,1,0,0,0,0,4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,7,0,0,4,3,1,7,0,0,0.0,0,0.0,4,15,3,0,0,5,0,1,1,1,50.0
Guilherme Carvalho,Meio-campista,367,0,1,1,0,0.2,0.2,1.3,1.5,10,16,13,0.0,0.25,0.25,0.0,0.25,0.04,0.33,0.37,0.37,6,3,50.0,1.47,0.74,0.0,0.0,31.2,2,0,0.03,-0.2,-0.2,134,190,70.5,2400,928,62,69,89.9,42,55,76.4,22,50,44.0,1.2,-0.3,9,10,2,1,148,41,15,0,3,36,134,17,4.17,9,7,0,0,1,0,2,0.49,0,2,0,0,0,0,7,3,4,3,0,3,9,33.3,6,6,0,6,4,11,8,0,232,9,41,113,80,3,232,4,0,0.0,3,75.0,99,542,308,8,1,122,5,18,2,1,66.7
Kevin Castañeda,Meio-campista,359,2,0,2,1,1.5,0.8,0.2,0.9,11,25,29,0.5,0.0,0.5,0.25,0.25,0.39,0.04,0.43,0.23,15,3,20.0,3.76,0.75,0.07,0.33,23.9,0,1,0.05,0.5,0.2,196,227,86.3,3244,756,83,97,85.6,92,100,92.0,13,17,76.5,0.3,-0.2,5,22,5,1,219,8,3,0,2,4,196,16,4.02,15,0,1,0,0,0,2,0.5,1,0,1,0,0,0,2,0,0,1,1,0,2,0.0,2,2,0,2,0,2,1,0,264,0,16,166,83,11,263,10,4,40.0,6,60.0,178,827,392,12,1,224,0,11,4,1,80.0
Klever Castillo,Atacante,37,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,2,1,50.0,4.86,2.43,0.0,0.0,25.1,0,0,0.04,-0.1,-0.1,19,21,90.5,320,88,8,9,88.9,11,12,91.7,0,0,0.0,0.0,0.0,0,0,1,0,21,0,0,0,0,0,19,4,9.73,4,0,0,0,0,0,1,2.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,24,0,0,14,10,0,24,1,1,100.0,0,0.0,14,51,24,0,0,19,0,0,0,0,0.0
Moises Castillo,Defensor,561,0,0,0,0,0.1,0.1,0.0,0.1,4,11,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,1,0,0.0,0.16,0.0,0.0,0.0,12.0,0,0,0.1,-0.1,-0.1,269,306,87.9,5865,1813,67,73,91.8,160,172,93.0,40,54,74.1,0.0,0.0,0,7,0,0,288,17,14,0,7,1,269,4,0.64,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0,12,8,9,3,0,6,9,66.7,3,7,2,5,14,26,33,0,377,56,222,154,4,1,377,0,0,0.0,0,0.0,202,1064,645,1,0,231,3,23,18,9,66.7
José Castillo Pérez,Defensor,801,0,0,0,0,0.4,0.4,0.2,0.6,12,37,19,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.06,4,1,25.0,0.45,0.11,0.0,0.0,19.0,0,0,0.09,-0.4,-0.4,335,404,82.9,5510,2092,163,178,91.6,148,170,87.1,21,39,53.8,0.2,-0.2,4,34,4,0,322,80,10,0,0,5,335,12,1.35,10,1,1,0,0,0,0,0.0,0,0,0,0,0,0,15,9,10,4,1,10,14,71.4,4,10,2,8,8,23,22,0,473,25,151,240,84,4,473,7,4,57.1,3,42.9,236,936,439,8,0,253,3,33,7,4,63.6
Raúl Castillo,Meio-campista,682,1,0,1,1,0.8,0.8,1.0,1.8,12,21,23,0.13,0.0,0.13,0.13,0.13,0.1,0.13,0.23,0.23,20,4,20.0,2.64,0.53,0.05,0.25,26.1,4,0,0.04,0.2,0.2,214,271,79.0,4181,1013,95,109,87.2,69,80,86.3,40,64,62.5,1.0,-1.0,17,15,4,2,227,44,10,1,6,40,214,35,4.62,18,13,0,2,1,1,1,0.13,1,0,0,0,0,0,9,6,1,5,3,3,6,50.0,3,3,1,2,2,11,0,0,338,2,32,165,147,6,338,9,3,33.3,6,66.7,189,1115,428,13,2,209,7,41,4,10,28.6
Manuel Castro,Meio-campista,90,0,0,0,0,0.0,0.0,0.1,0.1,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,21,33,63.6,402,143,9,12,75.0,9,15,60.0,3,3,100.0,0.0,-0.1,1,1,0,0,27,6,2,0,0,5,21,3,3.0,1,1,0,0,1,0,1,1.0,0,0,0,0,1,0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,3,0,42,2,12,17,14,2,42,2,0,0.0,2,100.0,20,119,41,2,1,27,3,8,3,5,37.5
Lucas Cavallini,Atacante,328,4,0,4,2,3.4,1.9,0.4,2.3,2,5,17,1.1,0.0,1.1,0.55,0.55,0.95,0.11,1.06,0.63,15,6,40.0,4.12,1.65,0.13,0.33,13.5,0,2,0.13,0.6,0.1,53,72,73.6,757,107,32,39,82.1,16,21,76.2,2,4,50.0,0.3,-0.4,5,3,2,0,60,12,0,0,0,2,53,11,3.02,6,0,1,2,2,0,1,0.27,0,0,0,1,0,0,2,1,0,1,1,0,1,0.0,1,1,1,0,1,3,1,0,124,2,3,59,62,23,122,10,1,10.0,7,70.0,67,246,59,4,0,92,7,8,12,12,50.0
Alan Cervantes,Meio-campista,90,0,0,0,0,0.0,0.0,0.0,0.0,0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,52,54,96.3,1011,281,20,22,90.9,24,24,100.0,7,7,100.0,0.0,0.0,0,5,0,0,52,2,2,0,1,0,52,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,0,2,1,2,4,50.0,2,1,0,1,1,4,3,0,62,2,19,38,5,1,62,0,0,0.0,0,0.0,38,163,39,0,0,46,1,3,2,1,66.7
Alan Cervantes,Meio-campista,148,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,80,91,87.9,1414,325,30,32,93.8,43,47,91.5,6,8,75.0,0.0,0.0,1,1,0,0,87,4,3,0,0,1,80,2,1.22,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,2,50.0,1,2,0,2,2,3,3,0,105,3,34,61,13,0,105,0,0,0.0,0,0.0,61,348,140,2,0,72,3,8,2,4,33.3
Luís Cervantes,Defensor,33,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,12,16,75.0,184,88,8,10,80.0,3,3,100.0,1,2,50.0,0.0,0.0,0,0,0,0,13,3,0,0,0,1,12,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,2,0,1,1,100.0,0,1,0,1,0,2,0,0,22,2,11,6,5,0,22,1,0,0.0,1,100.0,9,27,2,0,0,13,0,0,1,0,100.0
Mateo Chávez,Defensor,305,0,0,0,0,0.1,0.1,0.4,0.5,13,12,19,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.15,0.15,1,0,0.0,0.3,0.0,0.0,0.0,8.7,0,0,0.09,-0.1,-0.1,134,190,70.5,2163,756,74,81,91.4,49,65,75.4,9,28,32.1,0.3,-0.4,5,10,2,1,150,38,2,0,1,16,134,10,2.95,7,0,1,0,2,0,0,0.0,0,0,0,0,0,0,8,6,3,5,0,2,2,100.0,0,5,1,4,6,14,5,0,234,6,64,112,63,5,234,17,9,52.9,8,47.1,137,939,572,11,2,139,6,19,3,1,75.0
Ricardo Chávez Soto,Defensor,700,0,1,1,0,1.4,1.4,0.5,1.9,19,30,50,0.0,0.13,0.13,0.0,0.13,0.18,0.07,0.25,0.25,9,2,22.2,1.16,0.26,0.0,0.0,15.5,0,0,0.16,-1.4,-1.4,321,396,81.1,5872,2073,143,166,86.1,139,164,84.8,35,53,66.0,1.0,0.5,7,23,12,7,329,67,9,1,2,31,321,15,1.93,13,1,0,0,0,1,1,0.13,1,0,0,0,0,0,18,9,12,4,2,11,17,64.7,6,4,2,2,1,19,19,0,467,21,113,208,148,18,467,8,4,50.0,3,37.5,228,1128,521,5,4,300,9,23,10,4,71.4
Ronaldo Cisneros,Atacante,126,0,0,0,0,0.0,0.0,0.0,0.0,1,0,7,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,2,1,50.0,1.43,0.71,0.0,0.0,15.6,0,0,0.02,0.0,0.0,7,13,53.8,116,8,4,6,66.7,3,5,60.0,0,0,0.0,0.0,0.0,0,0,0,0,10,2,0,0,0,0,7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,0,0,23,1,2,8,14,5,23,1,0,0.0,1,100.0,14,49,21,0,1,17,4,3,0,3,0.0
Josué Colmán,Meio-campista,362,1,0,1,1,1.4,1.4,1.0,2.3,16,22,29,0.25,0.0,0.25,0.25,0.25,0.34,0.24,0.58,0.58,15,6,40.0,3.73,1.49,0.07,0.17,24.4,1,0,0.09,-0.4,-0.4,121,173,69.9,2275,659,48,62,77.4,46,59,78.0,21,38,55.3,1.3,-1.0,10,9,13,6,147,24,3,5,0,29,121,19,4.74,10,7,2,0,0,0,1,0.25,1,0,0,0,0,0,1,1,0,0,1,0,6,0.0,6,3,1,2,1,2,1,0,209,1,8,59,143,11,209,15,6,40.0,9,60.0,137,897,451,13,4,151,4,16,0,3,0.0
Bryan Colula,Defensor,863,0,0,0,0,1.1,1.1,2.2,3.3,19,63,56,0.0,0.0,0.0,0.0,0.0,0.11,0.23,0.34,0.34,9,3,33.3,0.94,0.31,0.0,0.0,18.2,0,0,0.14,-1.1,-1.1,439,545,80.6,7572,2675,202,227,89.0,191,221,86.4,34,60,56.7,1.5,-2.2,11,46,6,3,445,96,1,0,4,19,439,22,2.29,17,2,0,1,1,1,0,0.0,0,0,0,0,0,0,29,20,18,8,3,13,28,46.4,15,19,3,16,9,38,16,0,640,18,150,309,187,18,640,5,1,20.0,3,60.0,317,1585,883,16,1,386,8,39,9,5,64.3
Francisco Contreras,Defensor,375,0,0,0,0,0.1,0.1,0.5,0.6,6,26,6,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.15,0.15,2,0,0.0,0.48,0.0,0.0,0.0,23.3,0,0,0.07,-0.1,-0.1,289,322,89.8,5131,1629,123,132,93.2,135,147,91.8,28,34,82.4,0.3,-0.5,3,26,3,1,286,36,4,0,2,2,289,7,1.68,6,0,1,0,0,0,0,0.0,0,0,0,0,0,0,17,12,8,7,2,10,15,66.7,5,9,2,7,8,25,2,0,376,11,93,219,65,4,376,3,1,33.3,2,66.7,226,1036,409,8,1,244,2,17,3,2,60.0
Jesús Corona,Meio-campista,512,1,1,2,1,1.6,1.6,0.6,2.3,18,19,75,0.18,0.18,0.35,0.18,0.35,0.28,0.11,0.4,0.4,7,1,14.3,1.23,0.18,0.14,1.0,17.6,0,0,0.23,-0.6,-0.6,206,267,77.2,3159,668,118,133,88.7,71,90,78.9,10,26,38.5,0.8,0.4,7,12,9,5,253,10,3,1,2,29,206,19,3.34,12,1,2,0,3,1,2,0.35,1,0,0,0,0,1,10,7,1,6,3,2,5,40.0,3,6,0,6,1,11,2,0,348,1,26,134,194,23,348,30,13,43.3,15,50.0,245,1304,632,19,6,281,15,27,2,4,33.3
Joe Corona,Meio-campista,275,0,1,1,0,0.5,0.5,0.6,1.1,6,18,10,0.0,0.33,0.33,0.0,0.33,0.16,0.18,0.34,0.34,4,1,25.0,1.31,0.33,0.0,0.0,13.3,0,0,0.13,-0.5,-0.5,140,162,86.4,2327,616,61,70,87.1,68,74,91.9,7,12,58.3,0.2,0.4,7,22,1,0,159,3,3,0,1,1,140,7,2.28,7,0,0,0,0,0,1,0.33,1,0,0,0,0,0,11,6,3,8,0,5,8,62.5,3,5,1,4,2,13,6,0,199,7,49,122,31,6,199,6,4,66.7,2,33.3,134,567,215,6,0,137,5,15,2,3,40.0
Rogelio Cortéz Pineda,Atacante,84,1,0,1,1,1.1,1.1,0.1,1.1,1,4,3,1.07,0.0,1.07,1.07,1.07,1.16,0.06,1.22,1.22,4,1,25.0,4.29,1.07,0.25,1.0,14.2,0,0,0.27,-0.1,-0.1,20,33,60.6,312,131,10,12,83.3,8,11,72.7,1,4,25.0,0.0,-0.1,2,2,1,0,32,0,0,0,1,1,20,4,4.29,3,0,0,0,1,0,1,1.07,0,0,0,0,1,0,1,1,0,1,0,0,3,0.0,3,2,0,2,0,1,0,0,46,0,13,22,12,3,46,3,0,0.0,3,100.0,31,129,63,1,0,25,2,10,1,0,100.0
Jordi Cortizo,Meio-campista,509,1,1,2,1,0.6,0.6,1.2,1.8,11,24,35,0.18,0.18,0.35,0.18,0.35,0.1,0.21,0.31,0.31,9,1,11.1,1.59,0.18,0.11,1.0,18.5,0,0,0.06,0.4,0.4,207,241,85.9,3000,621,122,134,91.0,64,77,83.1,13,17,76.5,1.2,-0.2,7,16,8,1,234,7,2,2,4,6,207,25,4.43,21,0,3,0,1,0,2,0.35,2,0,0,0,0,0,13,9,3,10,0,8,17,47.1,9,4,0,4,4,17,3,0,328,2,27,172,133,17,328,38,22,57.9,15,39.5,214,1164,421,11,3,261,14,20,3,6,33.3
Cade Cowell,Atacante,473,3,2,5,3,1.7,1.7,0.9,2.6,21,9,56,0.57,0.38,0.95,0.57,0.95,0.33,0.17,0.5,0.5,16,8,50.0,3.04,1.52,0.19,0.38,18.8,0,0,0.11,1.3,1.3,74,111,66.7,1258,277,36,41,87.8,27,41,65.9,8,16,50.0,0.8,1.1,9,3,9,5,107,2,0,2,1,19,74,15,2.85,10,0,3,2,0,0,2,0.38,1,0,1,0,0,0,6,3,1,2,3,2,6,33.3,4,4,0,4,1,7,1,0,187,0,9,56,128,24,187,19,9,47.4,10,52.6,134,1006,537,15,13,147,5,19,4,8,33.3
Aldo Cruz,Defensor,607,0,0,0,0,0.0,0.0,0.3,0.4,7,24,8,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.05,0.05,2,0,0.0,0.3,0.0,0.0,0.0,31.7,0,0,0.02,0.0,0.0,289,363,79.6,5476,2316,104,114,91.2,141,161,87.6,37,63,58.7,0.2,-0.3,6,17,5,3,308,54,11,0,2,7,289,13,1.93,11,1,0,0,1,0,0,0.0,0,0,0,0,0,0,12,7,8,4,0,7,10,70.0,3,4,0,4,4,16,21,0,415,32,182,191,44,1,415,4,1,25.0,3,75.0,227,1133,581,6,0,257,8,26,10,9,52.6
Jürgen Damm,Defensor,25,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,15,17,88.2,204,29,10,10,100.0,5,5,100.0,0,2,0.0,0.0,0.0,1,0,1,0,16,1,0,0,0,1,15,2,7.2,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,2,2,1,1,0,1,1,100.0,0,1,0,1,0,2,0,0,20,0,1,12,7,0,20,2,2,100.0,0,0.0,12,83,35,0,0,14,0,1,0,0,0.0
José David Ramírez,Meio-campista,303,0,0,0,0,0.1,0.1,0.1,0.2,3,10,4,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.05,2,1,50.0,0.59,0.3,0.0,0.0,19.7,0,0,0.06,-0.1,-0.1,136,147,92.5,2725,714,47,53,88.7,70,71,98.6,18,21,85.7,0.1,-0.1,3,18,1,1,144,3,2,0,3,1,136,7,2.08,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,6,2,4,0,2,5,40.0,3,6,1,5,2,8,3,0,181,7,50,112,20,1,181,3,0,0.0,2,66.7,113,665,247,3,0,129,4,12,0,2,0.0
Víctor Dávila,Meio-campista,134,1,0,1,1,0.5,0.5,0.5,1.0,4,3,10,0.67,0.0,0.67,0.67,0.67,0.32,0.33,0.64,0.64,4,2,50.0,2.69,1.34,0.25,0.5,19.2,0,0,0.12,0.5,0.5,54,70,77.1,835,117,26,28,92.9,21,26,80.8,4,11,36.4,0.3,-0.5,3,6,0,0,66,4,1,0,0,5,54,3,2.01,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,1,2,0,0,0,0.0,0,0,0,0,0,3,0,0,87,0,3,47,37,7,87,1,1,100.0,0,0.0,56,246,96,1,1,73,6,4,0,1,0.0
Diego De Buen,Meio-campista,942,1,0,1,1,1.3,1.3,0.2,1.5,5,27,5,0.1,0.0,0.1,0.1,0.1,0.13,0.02,0.14,0.14,12,6,50.0,1.15,0.57,0.08,0.17,21.2,0,0,0.11,-0.3,-0.3,301,387,77.8,5872,2037,112,134,83.6,145,169,85.8,38,71,53.5,0.2,-0.2,7,23,3,1,348,38,24,1,2,2,301,18,1.72,15,1,0,1,0,1,0,0.0,0,0,0,0,0,0,16,8,4,9,3,7,17,41.2,10,14,9,5,15,31,34,0,501,61,165,279,63,11,501,6,1,16.7,3,50.0,194,814,301,5,3,266,5,38,18,14,56.3
Sergio De los Ríos,Meio-campista,90,0,0,0,0,0.1,0.1,0.1,0.2,5,4,6,0.0,0.0,0.0,0.0,0.0,0.15,0.09,0.24,0.24,2,0,0.0,2.0,0.0,0.0,0.0,24.7,0,0,0.07,-0.1,-0.1,46,57,80.7,747,189,28,32,87.5,13,18,72.2,5,6,83.3,0.1,-0.1,3,5,1,1,55,2,0,1,0,3,46,6,6.0,3,1,2,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,71,2,9,36,29,2,71,4,3,75.0,1,25.0,44,254,125,4,1,53,2,8,3,0,100.0
Gustavo Del Prete,Meio-campista,230,1,0,1,1,1.1,0.3,0.2,0.5,5,17,8,0.39,0.0,0.39,0.39,0.39,0.42,0.09,0.51,0.2,3,1,33.3,1.17,0.39,0.33,1.0,9.7,0,0,0.09,-0.1,0.7,77,97,79.4,1310,322,37,41,90.2,31,36,86.1,7,14,50.0,0.3,-0.2,4,9,3,1,91,6,2,0,0,6,77,7,2.74,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,1,1,1,3,33.3,2,3,0,3,0,2,0,0,127,0,11,78,39,6,127,13,5,38.5,8,61.5,74,334,124,4,1,98,5,13,2,3,40.0
Nelson Deossa,Meio-campista,795,2,1,3,2,0.7,0.7,1.1,1.7,26,64,10,0.23,0.11,0.34,0.23,0.34,0.08,0.12,0.2,0.2,27,6,22.2,3.06,0.68,0.07,0.33,30.0,1,0,0.03,1.3,1.3,351,465,75.5,6901,2424,145,168,86.3,144,185,77.8,58,87,66.7,1.0,-0.1,9,58,7,1,404,56,19,2,14,11,351,27,3.06,16,3,5,2,1,0,2,0.23,1,0,0,1,0,0,20,11,7,9,4,8,13,61.5,5,11,4,7,8,28,11,0,591,16,98,352,155,8,591,40,31,77.5,7,17.5,347,2252,1162,15,1,391,27,51,20,14,58.8
